player_id,name,position,rookie,jerseyNumber,teamCode,GP,GWG,G,S,Sh%,A,PTS,PTS/GP,+/-,PIM,PIM/GP,PPG,PPA,SHG,SHA,SG,rank,lastName,firstName,playerName,teamId,teamLogo,season,league,seasonName,seasonStartYear,seasonEndYear,scraped_at
24098,"Fagan, PJ",D,0,73,She,24,1,2,21,9.5,3,5,0.21,5,39,1.63,0,0,0,0,0,364,Fagan,PJ,"Fagan, PJ",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19799,"Staples, Ryan",C,0,19,Cha,24,1,2,26,7.7,3,5,0.21,-4,2,0.08,0,0,0,0,0,365,Staples,Ryan,"Staples, Ryan",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20270,"Langlois, Tristan",D,1,38,Rou,38,1,2,23,8.7,3,5,0.13,-1,19,0.5,0,0,0,0,0,366,Langlois,Tristan,"Langlois, Tristan",11,https://assets.leaguestat.com/lhjmq/logos/50x50/11.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23662,"Croteau, Vincent",D,1,18,SNB,41,1,2,32,6.3,3,5,0.12,-7,34,0.83,1,0,0,0,0,367,Croteau,Vincent,"Croteau, Vincent",8,https://assets.leaguestat.com/lhjmq/logos/50x50/8_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23896,"Nadeau, Nathan",D,0,8,Vic,52,1,2,51,3.9,3,5,0.1,4,64,1.23,0,0,0,0,0,368,Nadeau,Nathan,"Nadeau, Nathan",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21325,"Laframboise, Dylan",RW,1,93,Sha,36,0,1,32,3.1,4,5,0.14,-6,19,0.53,0,0,0,0,0,369,Laframboise,Dylan,"Laframboise, Dylan",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23363,"Dodier, Maxime",D,1,93,Vic,61,0,1,24,4.2,4,5,0.08,-23,29,0.48,0,0,0,0,0,370,Dodier,Maxime,"Dodier, Maxime",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23946,"Almstedt, Tobias",D,1,15,BaC,19,0,0,10,0,5,5,0.26,-8,4,0.21,0,4,0,0,0,371,Almstedt,Tobias,"Almstedt, Tobias",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
24109,"Espenell, Brenden",D,1,44,Hal,27,0,0,21,0,5,5,0.19,-11,16,0.59,0,0,0,0,0,372,Espenell,Brenden,"Espenell, Brenden",5,https://assets.leaguestat.com/lhjmq/logos/5_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21593,"Gagnon, Zakary",D,0,23,She,44,0,0,25,0,5,5,0.11,-4,6,0.14,0,0,0,0,0,373,Gagnon,Zakary,"Gagnon, Zakary",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23772,"Dinneen, Max",LW,0,14,NFL,31,0,3,26,11.5,1,4,0.13,-5,12,0.39,0,0,0,0,0,374,Dinneen,Max,"Dinneen, Max",2,https://assets.leaguestat.com/lhjmq/logos/2_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20268,"L'Italien, Antoine",RW,1,0,Sha,10,0,2,23,8.7,2,4,0.4,3,2,0.2,0,0,0,0,0,375,L'Italien,Antoine,"L'Italien, Antoine",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21512,"Bouchard, Justin",D,1,0,Sha,10,1,1,6,16.7,3,4,0.4,-4,2,0.2,0,0,0,0,0,376,Bouchard,Justin,"Bouchard, Justin",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
24097,"Toms, Ethan",C,0,20,Que,15,0,1,19,5.3,3,4,0.27,-1,2,0.13,0,0,0,0,0,377,Toms,Ethan,"Toms, Ethan",9,https://assets.leaguestat.com/lhjmq/logos/9.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23753,"Karabaev, Vladimir",RW,1,13,Que,16,1,1,25,4,3,4,0.25,2,6,0.38,0,1,0,0,0,378,Karabaev,Vladimir,"Karabaev, Vladimir",9,https://assets.leaguestat.com/lhjmq/logos/9.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20241,"Chapdelaine, Mickael",D,1,44,Sha,29,0,1,11,9.1,3,4,0.14,8,14,0.48,0,0,0,1,0,379,Chapdelaine,Mickael,"Chapdelaine, Mickael",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21615,"Samson, Oliver",D,0,92,NFL,9,0,0,14,0,4,4,0.44,1,6,0.67,0,2,0,0,0,380,Samson,Oliver,"Samson, Oliver",2,https://assets.leaguestat.com/lhjmq/logos/2_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21315,"Batchilder, Jackson",D,1,7,Mon,27,0,0,24,0,4,4,0.15,3,6,0.22,0,0,0,0,0,381,Batchilder,Jackson,"Batchilder, Jackson",1,https://assets.leaguestat.com/lhjmq/logos/1.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21322,"Necak, Dominik",D,1,78,Vic,37,0,0,28,0,4,4,0.11,-21,14,0.38,0,0,0,1,0,382,Necak,Dominik,"Necak, Dominik",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23657,"Gauthier, Alexis",C,1,28,SNB,38,0,0,20,0,4,4,0.11,-12,16,0.42,0,0,0,0,0,383,Gauthier,Alexis,"Gauthier, Alexis",8,https://assets.leaguestat.com/lhjmq/logos/50x50/8_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19174,"Hamel, Félix",G,0,70,Cap,38,0,0,0,0,4,4,0.11,0,9,0.24,0,1,0,0,0,384,Hamel,Félix,"Hamel, Félix",3,https://assets.leaguestat.com/lhjmq/logos/3.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20173,"Lacelle, William",G,0,35,BLB,45,0,0,0,0,4,4,0.09,0,2,0.04,0,1,0,2,0,385,Lacelle,William,"Lacelle, William",19,https://assets.leaguestat.com/lhjmq/logos/19.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20267,"Delisle, Arno",RW,0,37,Vic,50,0,0,41,0,4,4,0.08,-15,55,1.1,0,0,0,0,0,386,Delisle,Arno,"Delisle, Arno",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20527,"Kupec, Samuel",D,0,77,Cap,55,0,0,49,0,4,4,0.07,-18,30,0.55,0,0,0,0,0,387,Kupec,Samuel,"Kupec, Samuel",3,https://assets.leaguestat.com/lhjmq/logos/3.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21352,"Maheu, Étienne",RW,1,16,VdO,26,0,3,19,15.8,0,3,0.12,-5,29,1.12,0,0,0,0,0,388,Maheu,Étienne,"Maheu, Étienne",15,https://assets.leaguestat.com/lhjmq/logos/15.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21492,"Poirier, Maxime",C,1,23,Sha,10,0,2,6,33.3,1,3,0.3,1,8,0.8,0,0,0,0,0,389,Poirier,Maxime,"Poirier, Maxime",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23387,"Généreux, Charles",D,1,26,Rim,17,0,2,11,18.2,1,3,0.18,-21,4,0.24,0,0,0,0,0,390,Généreux,Charles,"Généreux, Charles",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21385,"Walsh, Rowan",C,1,34,Cha,37,1,2,22,9.1,1,3,0.08,-9,4,0.11,0,0,0,0,0,391,Walsh,Rowan,"Walsh, Rowan",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21519,"Bourque-Vigneault, Malik",D,1,0,Rim,6,0,1,6,16.7,2,3,0.5,-7,2,0.33,0,0,0,0,0,392,Bourque-Vigneault,Malik,"Bourque-Vigneault, Malik",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21482,"Scartozzi, Lucas",C,1,0,BaC,9,0,1,11,9.1,2,3,0.33,-3,2,0.22,0,0,0,0,0,393,Scartozzi,Lucas,"Scartozzi, Lucas",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21472,"Romaniak, Luka",D,1,29,Rim,25,0,1,6,16.7,2,3,0.12,-18,19,0.76,1,0,0,1,0,394,Romaniak,Luka,"Romaniak, Luka",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23843,"Pietrantonio, Stefano",RW,1,51,BLB,27,0,1,13,7.7,2,3,0.11,4,49,1.81,0,0,0,0,0,395,Pietrantonio,Stefano,"Pietrantonio, Stefano",19,https://assets.leaguestat.com/lhjmq/logos/19.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21444,"Hamel, Jacob",D,1,7,Rou,43,0,1,30,3.3,2,3,0.07,-8,6,0.14,0,0,0,0,0,396,Hamel,Jacob,"Hamel, Jacob",11,https://assets.leaguestat.com/lhjmq/logos/50x50/11.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23351,"Nadeau, Julien",D,1,0,Rim,7,0,0,4,0,3,3,0.43,-7,8,1.14,0,3,0,0,0,397,Nadeau,Julien,"Nadeau, Julien",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20564,"Thompson, Spencer",D,0,5,Cha,9,0,0,3,0,3,3,0.33,1,8,0.89,0,0,0,0,0,398,Thompson,Spencer,"Thompson, Spencer",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19621,"Labranche, William",LW,0,0,BaC,11,0,0,23,0,3,3,0.27,-1,2,0.18,0,1,0,0,0,399,Labranche,William,"Labranche, William",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21430,"Boutin, Olivier",LW,1,21,She,23,0,0,14,0,3,3,0.13,-2,15,0.65,0,0,0,0,0,400,Boutin,Olivier,"Boutin, Olivier",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20215,"Lazare, Jayden",D,0,6,NFL,24,0,0,9,0,3,3,0.13,-8,12,0.5,0,0,0,0,0,401,Lazare,Jayden,"Lazare, Jayden",2,https://assets.leaguestat.com/lhjmq/logos/2_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21317,"Savoie, Zakary",RW,1,88,Vic,30,0,0,24,0,3,3,0.1,-7,35,1.17,0,0,0,0,0,402,Savoie,Zakary,"Savoie, Zakary",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23348,"Branton, Maxwell",C,1,72,Rim,33,0,0,10,0,3,3,0.09,-12,12,0.36,0,0,0,0,0,403,Branton,Maxwell,"Branton, Maxwell",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23372,"Sercerchi, Evan",C,1,17,VdO,43,0,0,21,0,3,3,0.07,-11,8,0.19,0,0,0,0,1,404,Sercerchi,Evan,"Sercerchi, Evan",15,https://assets.leaguestat.com/lhjmq/logos/15.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23365,"Desrochers, Malik",RW,1,0,Sha,9,1,2,9,22.2,0,2,0.22,0,4,0.44,0,0,0,0,0,405,Desrochers,Malik,"Desrochers, Malik",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20211,"Desmet, Charles",RW,0,7,Gat,10,0,2,18,11.1,0,2,0.2,0,7,0.7,0,0,1,0,0,406,Desmet,Charles,"Desmet, Charles",12,https://assets.leaguestat.com/lhjmq/logos/50x50/12.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23426,"Lapointe, Louis-Thomas",LW,1,0,Que,5,0,1,6,16.7,1,2,0.4,-1,2,0.4,1,0,0,1,0,407,Lapointe,Louis-Thomas,"Lapointe, Louis-Thomas",9,https://assets.leaguestat.com/lhjmq/logos/9.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20378,"Gomez, Jacob",LW,1,61,Chi,12,0,1,8,12.5,1,2,0.17,4,8,0.67,0,0,0,0,0,408,Gomez,Jacob,"Gomez, Jacob",10,https://assets.leaguestat.com/lhjmq/logos/10.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20216,"Wright, Nathan",D,0,23,Sha,16,0,1,6,16.7,1,2,0.13,-2,8,0.5,0,0,0,0,0,409,Wright,Nathan,"Wright, Nathan",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21338,"Rabbath, Wassim",D,1,26,Gat,18,0,1,12,8.3,1,2,0.11,-4,4,0.22,0,0,0,0,0,410,Rabbath,Wassim,"Rabbath, Wassim",12,https://assets.leaguestat.com/lhjmq/logos/50x50/12.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21401,"Paquet, Cohen",D,1,72,Vic,39,0,1,39,2.6,1,2,0.05,-15,45,1.15,0,0,0,0,0,411,Paquet,Cohen,"Paquet, Cohen",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19620,"Gaudet, Anthony",C,0,0,Cha,2,0,0,5,0,2,2,1,1,0,0,0,0,0,0,0,412,Gaudet,Anthony,"Gaudet, Anthony",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23352,"MacPhee, Marc",C,1,0,Mon,5,0,0,2,0,2,2,0.4,1,0,0,0,0,0,0,0,413,MacPhee,Marc,"MacPhee, Marc",1,https://assets.leaguestat.com/lhjmq/logos/1.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20323,"Blouin, Anthony",RW,1,0,Vic,7,0,0,3,0,2,2,0.29,0,2,0.29,0,0,0,0,0,414,Blouin,Anthony,"Blouin, Anthony",17,https://assets.leaguestat.com/lhjmq/logos/17.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23368,"Gosselin, Léo-Gabriel",C,1,0,BaC,7,0,0,5,0,2,2,0.29,0,0,0,0,0,0,0,0,415,Gosselin,Léo-Gabriel,"Gosselin, Léo-Gabriel",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23755,"Achermann, Raphael",LW,1,22,Rim,13,0,0,11,0,2,2,0.15,1,4,0.31,0,0,0,0,0,416,Achermann,Raphael,"Achermann, Raphael",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20636,"Jardine, Maxwell",D,0,5,Cha,15,0,0,10,0,2,2,0.13,-4,13,0.87,0,0,0,0,0,417,Jardine,Maxwell,"Jardine, Maxwell",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20289,"Austin, Kingsley",D,1,12,NFL,16,0,0,5,0,2,2,0.13,-2,6,0.38,0,0,0,0,0,418,Austin,Kingsley,"Austin, Kingsley",2,https://assets.leaguestat.com/lhjmq/logos/2_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
24110,"Holomego, Nicholas",D,0,14,Cap,18,0,0,9,0,2,2,0.11,-4,8,0.44,0,0,0,0,0,419,Holomego,Nicholas,"Holomego, Nicholas",3,https://assets.leaguestat.com/lhjmq/logos/3.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23766,"Auzins, Reinis",D,1,44,She,23,0,0,23,0,2,2,0.09,1,4,0.17,0,0,0,0,0,420,Auzins,Reinis,"Auzins, Reinis",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21507,"Gleason, Guillaume",D,1,5,Rim,23,0,0,11,0,2,2,0.09,-9,4,0.17,0,0,0,0,0,421,Gleason,Guillaume,"Gleason, Guillaume",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20325,"Hernandez, Mathias",G,1,35,BaC,29,0,0,0,0,2,2,0.07,0,0,0,0,0,0,0,0,422,Hernandez,Mathias,"Hernandez, Mathias",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21328,"Murphy, Aaron",D,1,21,BaC,30,0,0,23,0,2,2,0.07,-10,12,0.4,0,1,0,0,0,423,Murphy,Aaron,"Murphy, Aaron",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21323,"Courchesne, Rafaël",G,1,37,SNB,38,0,0,0,0,2,2,0.05,0,2,0.05,0,0,0,1,0,424,Courchesne,Rafaël,"Courchesne, Rafaël",8,https://assets.leaguestat.com/lhjmq/logos/50x50/8_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23741,"Larys, Jan",G,1,65,Dru,38,0,0,0,0,2,2,0.05,0,2,0.05,0,0,0,0,0,425,Larys,Jan,"Larys, Jan",14,https://assets.leaguestat.com/lhjmq/logos/50x50/14.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20254,"Précourt, Raphaël",G,0,30,Chi,40,0,0,0,0,2,2,0.05,0,0,0,0,1,0,1,0,426,Précourt,Raphaël,"Précourt, Raphaël",10,https://assets.leaguestat.com/lhjmq/logos/10.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21450,"Thornborough, Spencer",LW,1,26,Mon,41,0,0,18,0,2,2,0.05,0,8,0.2,0,0,0,0,0,427,Thornborough,Spencer,"Thornborough, Spencer",1,https://assets.leaguestat.com/lhjmq/logos/1.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20480,"Denault, Louis-Antoine",G,0,31,NFL,42,0,0,0,0,2,2,0.05,0,8,0.19,0,0,0,0,0,428,Denault,Louis-Antoine,"Denault, Louis-Antoine",2,https://assets.leaguestat.com/lhjmq/logos/2_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20199,"Meloche, Samuel",G,0,31,Rou,50,0,0,0,0,2,2,0.04,0,2,0.04,0,0,0,1,0,429,Meloche,Samuel,"Meloche, Samuel",11,https://assets.leaguestat.com/lhjmq/logos/50x50/11.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20226,"Hickey, Donald",G,0,1,Cha,51,0,0,0,0,2,2,0.04,0,0,0,0,1,0,0,0,430,Hickey,Donald,"Hickey, Donald",7,https://assets.leaguestat.com/lhjmq/logos/7.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20391,"Côté, Philippe",LW,1,0,Chi,1,0,1,1,100,0,1,1,1,0,0,0,0,0,0,0,431,Côté,Philippe,"Côté, Philippe",10,https://assets.leaguestat.com/lhjmq/logos/10.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20328,"Desormeau, Noa",C,1,0,BLB,3,0,1,2,50,0,1,0.33,1,0,0,0,0,0,0,0,432,Desormeau,Noa,"Desormeau, Noa",19,https://assets.leaguestat.com/lhjmq/logos/19.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23344,"Nolette-Robidoux, Emrick",RW,1,0,She,3,0,1,4,25,0,1,0.33,-1,2,0.67,0,0,0,0,0,433,Nolette-Robidoux,Emrick,"Nolette-Robidoux, Emrick",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23367,"Carrier, Yoan",D,1,0,Sha,4,0,1,3,33.3,0,1,0.25,-1,0,0,0,0,0,0,0,434,Carrier,Yoan,"Carrier, Yoan",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23913,"Demers, Thierry",C,1,24,BaC,4,0,1,5,20,0,1,0.25,-3,0,0,0,0,0,0,0,435,Demers,Thierry,"Demers, Thierry",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19172,"Bellamy, Evan",D,0,20,BaC,5,0,1,6,16.7,0,1,0.2,-4,8,1.6,1,0,0,0,0,436,Bellamy,Evan,"Bellamy, Evan",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
20398,"Duhaime, Mavrik",LW,1,0,VdO,10,0,1,10,10,0,1,0.1,-2,8,0.8,0,0,0,0,0,437,Duhaime,Mavrik,"Duhaime, Mavrik",15,https://assets.leaguestat.com/lhjmq/logos/15.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21451,"Birch, Nathan",D,1,48,Que,11,1,1,8,12.5,0,1,0.09,0,6,0.55,0,0,0,0,0,438,Birch,Nathan,"Birch, Nathan",9,https://assets.leaguestat.com/lhjmq/logos/9.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
19559,"Fontaine, Antoine",RW,0,89,Hal,19,0,1,14,7.1,0,1,0.05,-9,0,0,0,0,0,0,0,439,Fontaine,Antoine,"Fontaine, Antoine",5,https://assets.leaguestat.com/lhjmq/logos/5_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23739,"Durco, Juraj Jonas",LW,1,15,BaC,34,1,1,21,4.8,0,1,0.03,-8,13,0.38,0,0,0,0,0,440,Durco,Juraj Jonas,"Durco, Juraj Jonas",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21337,"Boucher, Jacob",D,1,0,Dru,1,0,0,3,0,1,1,1,4,0,0,0,0,0,0,0,441,Boucher,Jacob,"Boucher, Jacob",14,https://assets.leaguestat.com/lhjmq/logos/50x50/14.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21327,"Caron, Dylan",D,1,0,She,1,0,0,2,0,1,1,1,-1,0,0,0,0,0,0,0,442,Caron,Dylan,"Caron, Dylan",60,https://assets.leaguestat.com/lhjmq/logos/50x50/60.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
24069,"Radley, Ben",D,0,23,Sha,2,0,0,1,0,1,1,0.5,0,0,0,0,0,0,0,0,443,Radley,Ben,"Radley, Ben",13,https://assets.leaguestat.com/lhjmq/logos/13.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23415,"Survilas, Noah",RW,1,0,Mon,2,0,0,1,0,1,1,0.5,1,0,0,0,0,0,0,0,444,Survilas,Noah,"Survilas, Noah",1,https://assets.leaguestat.com/lhjmq/logos/1.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
22091,"Boisvert, Samuel",LW,0,27,BaC,3,0,0,5,0,1,1,0.33,-2,0,0,0,1,0,0,0,445,Boisvert,Samuel,"Boisvert, Samuel",16,https://assets.leaguestat.com/lhjmq/logos/16.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21431,"Lacroix, Malik",C,1,0,VdO,3,0,0,2,0,1,1,0.33,-3,0,0,0,0,0,0,0,446,Lacroix,Malik,"Lacroix, Malik",15,https://assets.leaguestat.com/lhjmq/logos/15.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
23370,"Bonin-Lallemand, Alexis",D,1,0,BLB,4,0,0,3,0,1,1,0.25,1,0,0,0,0,0,0,0,447,Bonin-Lallemand,Alexis,"Bonin-Lallemand, Alexis",19,https://assets.leaguestat.com/lhjmq/logos/19.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21349,"Pouliot, Charles-Albert",LW,1,0,Rim,4,0,0,3,0,1,1,0.25,-2,0,0,0,0,0,0,0,448,Pouliot,Charles-Albert,"Pouliot, Charles-Albert",18,https://assets.leaguestat.com/lhjmq/logos/18_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
21342,"Pronovost, Félix",C,1,,SNB,4,0,0,1,0,1,1,0.25,0,4,1,0,0,0,0,0,449,Pronovost,Félix,"Pronovost, Félix",8,https://assets.leaguestat.com/lhjmq/logos/50x50/8_211.png,211,qmjhl,2025-26 | Regular Season,2025,2026,2026-07-26T18:37:31.662530+00:00
